property_type,society,sector,price_in_cr,price_per_sqft,bedroom,bathroom,balcony,facing,agepossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,Shree Vardhman Mantra,Sector 67,0.56,7000,2,2,1,north-east,New Property,883,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Mapsko Mount Ville,Sector 79,1.85,9641,3,4,3,north-east,New Property,1643,0,1,0,1,0,Semi-furnished,Average,Skyscraper
flat,Godrej Air,Sector 85,1.8,13136,3,3,3,north-east,Relatively New,1370,0,0,0,0,0,Semi-furnished,Average,Skyscraper
house,Independent,Sector 57,3.49,20197,4,4,3,south-east,Moderately Old,1732,1,1,0,1,0,Un-furnished,Average,Low-rise
flat,ATS Kocoon,Sector 109,2.95,10350,4,4,3+,south-east,Relatively New,3150,0,1,1,0,0,Un-furnished,High,Mid-rise
flat,ATS Triumph,Sector 104,1.85,8078,3,3,3+,east,Relatively New,2072,0,1,0,0,0,Semi-furnished,High,Skyscraper
flat,M Heights,Sector 65,3.29,17997,3,3,3,east,New Property,1654,0,0,0,0,0,Semi-furnished,Average,Skyscraper
flat,ATS Triumph,Sector 104,2.62,8317,4,4,3+,north,Relatively New,2851,0,1,0,0,0,Semi-furnished,High,High-rise
flat,Sapphire Eighty Three,Sector 83,0.4,8547,1,1,1,north-east,Relatively New,468,0,0,0,0,0,Furnished,Average,Mid-rise
flat,Breez Global Heights,Sector 88A,0.5,8375,3,2,2,north-east,Under Construction,597,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Shree Vardhman Victoria,Sector 70,1.67,14384,3,2,3,north-east,Moderately Old,1523,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 2,4.99,18889,4,4,2,north,Moderately Old,2435,0,1,1,1,0,Semi-furnished,Average,Low-rise
house,Independent,Sector 43,2.2,6875,2,2,1,north,New Property,3200,0,1,0,0,0,Furnished,Average,Mid-rise
house,Independent,Sector 3,3.5,9210,1,1,1,east,Moderately Old,3800,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Imperia The Esfera,Sector 37C,0.9,6272,3,3,3,east,Relatively New,1435,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Experion Windchants,Sector 112,7.99,12519,4,3,1,south-east,New Property,6382,0,1,1,1,0,Un-furnished,Medium,Low-rise
house,Independent,New Gurgaon Basti,0.63,7875,4,2,1,south-east,Old,800,0,0,0,0,1,Semi-furnished,Low,Low-rise
flat,Corona Gracieux,Sector 76,0.75,5660,2,2,3,north-east,Relatively New,1199,0,0,0,0,0,Un-furnished,Low,High-rise
house,Ansal Height Height Heights,Sector 92,2.75,9793,4,4,0,east,Relatively New,5000,1,0,0,1,0,Semi-furnished,Low,Low-rise
flat,Bestech Park View Grand Spa,Sector 81,2.29,8609,3,4,3+,north-east,Relatively New,2307,1,1,0,0,0,Furnished,High,High-rise
house,DLF City Plots Phase,Sector 25,4.25,31587,3,2,3,north,Old,1353,1,0,0,0,0,Semi-furnished,Average,Low-rise
house,Independent,Faridabad Road,0.35,3500,1,2,3,east,Moderately Old,1000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Emaar Palm Gardens,Sector 83,1.8,12000,3,4,3+,south-west,Relatively New,1656,0,1,0,0,0,Un-furnished,Medium,Mid-rise
flat,Eldeco Accolade,Sohna Road,0.72,4907,2,2,3+,north-east,Relatively New,1128,1,0,0,0,0,Semi-furnished,Average,High-rise
flat,Shree Vardhman Victoria,Sector 70,1.8,9230,3,3,3+,north-east,New Property,1765,0,0,0,0,1,Un-furnished,Average,High-rise
house,BPTP Visionnaire,Sector 70A,4.0,6666,4,4,1,north-east,Relatively New,6000,0,1,0,0,0,Semi-furnished,High,Low-rise
flat,Shapoorji Pallonji Joyville,Sector 102,1.28,10534,2,2,3,east,Relatively New,1100,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Pareena Mi Casa,Sector 68,1.7,8500,4,4,3+,north-east,New Property,1809,0,0,0,0,0,Semi-furnished,Medium,Skyscraper
flat,Shapoorji Pallonji Joyville,Sector 102,1.4,11666,2,2,3,north,Relatively New,1281,0,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,ATS Triumph,Sector 104,2.65,8412,4,4,3+,north-east,Relatively New,2851,0,1,0,0,0,Semi-furnished,High,High-rise
flat,Godrej Summit,Sector 104,0.85,5878,2,2,3+,east,Relatively New,1269,1,0,0,0,0,Semi-furnished,Medium,High-rise
flat,M Skywalk,Sector 74,2.2,10901,3,3,3,north-east,New Property,1826,1,0,0,0,0,Un-furnished,Low,High-rise
flat,ATS Tourmaline,Sector 109,1.65,7674,3,3,3+,north-east,Relatively New,1946,0,1,0,0,0,Un-furnished,Average,High-rise
flat,BPTP Terra,Sector 37D,1.65,8790,3,3,2,east,Relatively New,1699,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Eldeco Accolade,Sohna Road,0.96,6554,2,2,3,north-east,New Property,1128,1,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Signature Global Park,Sohna Road,0.95,7846,3,2,3+,north-east,Relatively New,757,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Unitech Fresco,Sector 50,1.8,9589,3,4,3+,north-east,Moderately Old,1870,0,1,0,0,0,Un-furnished,High,Mid-rise
house,Independent,Sector 27,4.25,29032,5,2,3,east,Relatively New,1452,0,1,0,1,0,Un-furnished,Average,Low-rise
flat,Shree Vardhman Flora,Sector 90,0.7,5325,2,2,3,east,New Property,1350,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Spaze Privvy The Address,Sector 93,1.25,5701,4,4,3,north-east,Relatively New,2105,0,0,0,0,0,Semi-furnished,Low,High-rise
house,International City By Sobha Phase,Sector 109,6.8,12593,4,2,1,north-west,Relatively New,5411,0,1,0,0,0,Semi-furnished,Average,Low-rise
flat,AIPL The Peaceful Homes,Sector 70A,2.5,11627,3,3,3+,north-east,Relatively New,1718,0,0,0,0,1,Un-furnished,High,High-rise
house,Independent,Sector 4,0.67,8557,3,2,1,south,Moderately Old,785,0,0,0,1,1,Semi-furnished,Low,Low-rise
flat,HCBS Sports Ville,Sohna Road,0.22,3142,1,1,1,north-east,New Property,773,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,The Close North,Sector 50,2.5,11944,3,3,3,north-east,Relatively New,1894,0,0,0,1,0,Un-furnished,Medium,High-rise
flat,M Capital,Sector 113,2.9,12619,4,4,3+,north,Under Construction,2536,1,1,0,0,0,Semi-furnished,Average,High-rise
flat,DLF New Town Heights,Sector 90,1.65,5683,4,4,3+,south,Moderately Old,2468,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Sobha City,Sector 108,3.95,16858,3,2,2,north,New Property,1895,0,1,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 25,10.5,29032,5,2,1,east,Moderately Old,3625,1,1,0,1,0,Semi-furnished,Average,Low-rise
flat,Sahara Grace,Sector 28,5.5,14612,4,2,3+,east,Moderately Old,3406,0,1,0,0,1,Un-furnished,Low,Mid-rise
flat,Bestech Park View Residency,Sector 2,0.95,6709,2,2,3,north-east,Old,1563,0,0,0,0,0,Un-furnished,Medium,High-rise
flat,Sare Crescent Parc,Sector 92,0.82,5384,3,3,3+,west,Relatively New,1523,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Proxima Tower,Sector 37C,0.6,4602,2,2,3,north-east,Relatively New,1180,1,0,0,1,0,Semi-furnished,Average,Mid-rise
flat,Bestech Park View City,Sector 48,2.65,10323,4,4,3+,north-east,Moderately Old,2127,1,1,0,0,0,Un-furnished,High,High-rise
flat,Tulip Violet,Sector 69,1.4,8871,3,3,2,north,Relatively New,1428,0,0,0,1,0,Semi-furnished,Medium,High-rise
flat,Raheja Vedaanta,Sector 108,0.7,4651,2,2,2,south,Relatively New,1505,0,0,0,0,0,Semi-furnished,Low,High-rise
house,Independent,Sector 4,0.47,8012,2,1,1,east,Moderately Old,587,0,0,1,0,0,Semi-furnished,Low,Low-rise
house,Unitech Uniworld Resorts,Sector 33,9.5,23333,5,4,1,east,New Property,4509,1,1,1,1,0,Semi-furnished,Average,Low-rise
house,Independent,Sector 4,0.58,9978,2,2,1,west,Moderately Old,581,0,0,0,1,1,Semi-furnished,Low,Low-rise
flat,DLF The Skycourt,Sector 86,1.58,8190,3,3,1,north,Relatively New,1750,0,0,0,1,0,Un-furnished,High,High-rise
flat,Ramsons Kshitij,Sector 95,0.29,5178,2,2,2,north-east,Relatively New,560,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Signature Global Synera,Sector 81,0.31,7434,1,1,1,north,Relatively New,417,0,0,0,0,0,Furnished,Medium,High-rise
flat,Palam Vihar Society,Sector 2,3.35,7444,4,4,3+,north-east,New Property,4967,1,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Surat Nagar Phase,Surat Nagar Phase 2,0.36,7843,2,2,1,north-east,Moderately Old,459,0,0,0,1,0,Semi-furnished,Low,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,1.84,7641,3,4,3,south-east,Relatively New,2020,0,0,0,1,0,Semi-furnished,High,Mid-rise
flat,Green Court,Sector 90,0.47,6811,2,2,1,east,New Property,762,0,0,0,0,0,Semi-furnished,Average,Basement/Ground Floor
flat,GLS Avenue,Sector 92,0.21,6953,1,1,1,south-east,Relatively New,302,0,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,M Golfestate,Sector 65,5.3,24212,3,3,3,north-east,Moderately Old,2498,0,1,0,0,0,Furnished,Average,Skyscraper
flat,Tulip Violet,Sector 69,1.43,8886,3,3,2,south-west,Relatively New,1301,0,0,0,1,0,Semi-furnished,Medium,Low-rise
flat,AVL,Sector 36A,0.65,8953,2,2,2,north-east,Relatively New,726,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Emaar MGF Emerald Floors Premier,Sector 65,2.4,14545,3,3,3,east,Relatively New,1600,1,1,0,0,0,Un-furnished,Average,Low-rise
flat,Sobha Smriti Apartments,Sector 56,0.5,8333,1,1,2,north-east,Old,600,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Bestech Park View Ananda,Sector 81,1.15,6927,3,2,3+,south,Relatively New,1459,1,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,DLF Icon,Sector 43,5.8,20707,4,4,3+,north-east,Old,2801,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,DLF New Town Heights,Sector 90,1.25,6476,3,3,3+,west,Relatively New,1929,0,1,0,1,0,Semi-furnished,Medium,Mid-rise
flat,Shapoorji Pallonji Joyville,Sector 102,2.4,10545,4,4,3+,north-east,Relatively New,1957,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Vipul Lavanya,Sector 81,0.6,6666,2,2,1,north-east,New Property,814,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
flat,Central Park Flower Valley,Sohna Road,1.65,17441,3,3,0,north-east,Relatively New,1044,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Mapsko Mount Ville,Sector 79,1.25,8389,3,3,3,south-west,Relatively New,1151,1,0,0,1,0,Semi-furnished,High,Skyscraper
flat,M Merlin,Sector 67,3.5,14843,3,4,3+,south,Relatively New,2134,0,1,0,0,0,Un-furnished,High,High-rise
flat,Hsiidc Sidco Aravali,Manesar,0.9,3477,3,3,3+,east,Moderately Old,1900,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,Siddhi Vinayak Apartments,Sector 55,1.44,9600,3,3,2,south,Moderately Old,1700,0,0,0,0,1,Un-furnished,Average,Mid-rise
flat,DLF The Primus,Sector 82A,2.55,11218,4,4,3+,south-west,Relatively New,1768,0,0,0,0,0,Furnished,Average,High-rise
flat,Trisara Our Homes,Sohna Road,0.36,5980,2,2,1,north-east,New Property,602,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Millenium Bajrang Society,Sector 43,2.5,9433,4,4,3+,south,Relatively New,2398,0,0,0,0,0,Un-furnished,Medium,Low-rise
flat,Mahindra Aura,Sector 110,1.4,9655,3,3,3,north,Relatively New,1550,0,0,0,0,0,Un-furnished,Medium,High-rise
flat,Ireo Skyon,Sector 60,2.82,12818,3,3,3,south-east,Relatively New,2400,0,1,0,0,0,Un-furnished,High,Low-rise
flat,Elevate,Sector 50,6.75,19882,4,4,0,north-east,Moderately Old,3395,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Signature Andour Heights,Sector 71,0.59,8428,2,2,1,north-east,Moderately Old,700,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,M The Marina,Sector 68,2.22,14322,3,2,3,east,Relatively New,1403,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Mapsko Mount Ville,Sector 79,1.2,13837,3,3,3,north,Relatively New,1162,1,0,0,1,0,Un-furnished,High,High-rise
flat,DLF The Primus,Sector 82A,2.95,11451,4,2,3+,north-east,Relatively New,2104,0,1,0,0,0,Furnished,High,High-rise
flat,Emaar MGF Emerald Floors Premier,Sector 65,2.35,14242,3,3,3,south-west,Relatively New,1650,1,1,0,0,0,Semi-furnished,High,Low-rise
house,Independent,Sector 25,10.0,37013,5,2,2,north,Old,2706,0,1,1,0,0,Un-furnished,Medium,Low-rise
flat,DLF The Ultima,Sector 81,3.45,12012,4,4,3+,east,New Property,2599,0,1,0,0,0,Furnished,High,High-rise
flat,GLS Arawali Homes,Sohna Road,0.26,4513,2,2,2,north-east,Relatively New,576,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,Tulip Violet,Sector 69,1.55,9822,3,3,2,north-east,Relatively New,1428,0,0,0,1,0,Un-furnished,High,Mid-rise
house,Independent,Sector 38,3.5,24266,3,3,3,east,Relatively New,1442,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Breez Global Hill View,Sohna Road,0.32,5776,2,2,2,north,Relatively New,554,0,0,0,0,0,Un-furnished,Low,High-rise
flat,Maruti Vihar Colony,Sector 28,0.95,8886,2,1,1,north-east,Old,1180,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Independent,Sector 56,2.95,20233,2,2,3,north,Relatively New,1461,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 28,12.0,42229,4,2,0,east,Relatively New,2850,0,1,1,1,0,Un-furnished,Medium,Mid-rise
flat,ATS Kocoon,Sector 109,1.6,9169,3,3,3,north,Relatively New,1550,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Signature Global Solera,Sector 107,0.27,5521,2,2,2,north-east,Relatively New,489,0,0,0,0,0,Semi-furnished,Average,Basement/Ground Floor
flat,Emaar Palm Gardens,Sector 83,1.72,9052,3,1,3,south,Relatively New,1600,0,1,0,0,0,Un-furnished,High,Mid-rise
flat,Shapoorji Pallonji Joyville,Sector 102,1.6,11700,2,2,3,north-east,Moderately Old,1368,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,ROF Ananda,Sector 95,0.55,8527,3,2,2,east,New Property,808,1,0,0,0,0,Un-furnished,Medium,High-rise
house,Indiabulls Centrum Park,Sector 103,3.25,8125,4,3,1,east,New Property,4000,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Puri Diplomatic Greens,Sector 111,3.4,11525,4,2,3+,east,Relatively New,2670,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Shapoorji Pallonji Joyville,Sector 102,1.95,13928,3,3,3,north-east,New Property,1611,0,0,0,1,0,Un-furnished,High,Mid-rise
flat,M Golfestate,Sector 65,7.0,18181,3,3,2,north,Moderately Old,4249,0,0,1,0,0,Semi-furnished,Medium,High-rise
flat,Bhemerlei,Sohna Road,0.69,5100,2,2,2,north-east,Relatively New,1350,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,M Golfestate,Sector 65,5.2,17455,3,3,3,north,Relatively New,2696,1,1,0,0,0,Un-furnished,Medium,High-rise
flat,M Golfestate,Sector 65,6.15,18287,3,3,3,north-east,Moderately Old,3017,1,1,0,0,0,Un-furnished,Medium,Skyscraper
flat,Sobha City,Sector 108,2.33,14463,3,3,3,north-east,Relatively New,1711,0,0,1,0,0,Un-furnished,High,High-rise
flat,Zara Aavaas,Sector 104,0.65,8519,3,2,2,north-east,New Property,842,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Signature Global The Millennia,Sector 37D,0.55,9166,2,2,3,north-east,New Property,600,0,0,0,0,0,Semi-furnished,Average,Low-rise
house,Independent,Sector 26,4.5,33445,3,3,3,west,Old,1353,0,0,0,1,0,Un-furnished,Medium,Low-rise
flat,Ireo The Corridors,Sector 67A,1.62,9380,3,1,2,north,New Property,1343,0,0,1,0,0,Un-furnished,Medium,Mid-rise
flat,Godrej Aria,Sector 79,1.95,8519,3,4,3+,north-east,New Property,1654,0,1,0,0,0,Semi-furnished,Average,High-rise
flat,DLF The Belaire,Sector 54,7.0,23333,4,2,3+,east,Moderately Old,2715,0,1,1,1,0,Un-furnished,Medium,High-rise
flat,Belgravia Resort Residences,Sector 48,3.45,18459,3,3,3,west,Moderately Old,1869,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Vatika,Sector 83,0.78,6265,2,2,2,south-east,Relatively New,850,1,0,0,1,0,Un-furnished,High,Low-rise
flat,Ramsons Kshitij,Sector 95,0.19,591,1,1,1,east,Relatively New,3545,0,0,0,0,0,Semi-furnished,Average,High-rise
house,Independent,Sector 2,5.7,22634,3,3,2,north-east,Moderately Old,2435,0,0,0,1,0,Un-furnished,Low,Low-rise
flat,Godrej Nature Plus,Sector 33,1.2,12000,2,2,3+,north-east,New Property,1104,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Signature Global Solera,Sector 107,0.38,6333,2,2,2,east,Relatively New,600,0,0,0,0,0,Furnished,Low,Low-rise
flat,M Merlin,Sector 67,3.39,14376,3,4,3,east,Relatively New,2100,0,1,0,0,0,Un-furnished,Low,High-rise
house,Independent,Sector 53,4.0,17778,5,2,3+,east,Relatively New,2255,1,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 3,0.55,6707,2,2,1,south-east,Moderately Old,810,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,M Ikonic,Sector 68,1.78,9128,3,3,3+,south,Relatively New,1845,0,0,0,0,0,Un-furnished,Medium,Skyscraper
flat,Ramprastha Skyz,Sector 37D,1.0,4942,3,2,3,north-east,Relatively New,1833,0,1,0,0,1,Semi-furnished,Low,High-rise
house,Independent,Sector 105,0.65,9028,3,2,1,east,Relatively New,721,0,0,0,1,1,Semi-furnished,Low,Low-rise
flat,Bestech Park View Spa Next,Sector 67,2.35,12144,3,4,3+,south-west,Moderately Old,1751,0,1,0,0,0,Un-furnished,High,High-rise
flat,La Vida By Tata Housing,Sector 113,2.4,10825,3,4,3+,north-east,Relatively New,1940,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Piedmont Taksila Heights,Sector 37C,0.9,5855,3,3,3,south-west,Moderately Old,1537,0,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,Central Park Flower Valley,Sector 33,1.4,21538,3,3,3,north-east,New Property,650,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Conscient Elevate,Sector 59,3.9,16993,3,1,0,north-east,New Property,2295,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
flat,Supertech New Soft Launch,Sector 68,0.84,7119,2,2,2,east,New Property,1180,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Paras Dews,Sector 106,1.13,6406,3,4,3+,north-west,Relatively New,1186,1,1,0,0,0,Semi-furnished,Average,High-rise
flat,DLF Regal Gardens,Sector 90,1.8,7223,4,4,3+,south-west,Moderately Old,2005,0,0,0,0,0,Semi-furnished,Average,Mid-rise
house,Independent,Sector 13,9.0,11060,2,2,1,east,Old,900,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Pyramid Urban Homes,Sector 86,0.44,7321,2,2,2,east,Relatively New,601,0,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,Bestech Park View Residency,Sector 2,1.55,8072,3,1,3+,east,Old,1738,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 38,2.1,23333,2,3,1,north-east,Relatively New,902,1,0,1,1,0,Semi-furnished,Low,Low-rise
flat,Jammu And Kashmir Bank Employees Cghs,Sector 9A,0.94,6064,3,3,2,east,Moderately Old,1711,0,0,0,0,0,Un-furnished,Medium,Mid-rise
house,Unitech Espace,Sector 50,7.42,34296,4,4,3,west,Old,3200,0,0,0,0,0,Un-furnished,Medium,Low-rise
flat,Tulip White,Sector 69,0.9,6000,3,2,3+,west,Relatively New,1326,0,0,0,0,0,Un-furnished,Medium,Low-rise
flat,Conscient Heritage Max,Sector 102,2.65,10375,4,2,3+,north,Moderately Old,2311,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Vatika India Next,Sector 82,0.8,6426,2,2,3,north-east,Relatively New,1374,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Experion The Heartsong,Sector 108,1.55,7738,3,3,3+,north-east,Relatively New,1750,0,1,0,1,0,Un-furnished,High,Mid-rise
house,Independent,Sector 103,2.25,6367,3,2,1,south,Relatively New,3534,0,0,0,0,0,Semi-furnished,Low,High-rise
flat,Emaar  Greens,Sector 102,1.35,8181,3,3,3,north-west,Relatively New,1311,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 14,3.4,15111,3,3,3+,north-west,Old,2255,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Eldeco Accolade,Sohna Road,1.1,7549,2,2,3+,north-east,Relatively New,1319,1,0,0,0,1,Un-furnished,Low,High-rise
house,Smart World Orchard,Sector 61,2.01,13000,3,1,3,north,New Property,1549,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 2,1.15,19360,3,3,1,south-east,Old,594,0,0,0,0,0,Un-furnished,Average,Low-rise
flat,Signature Global City,Sector 37D,0.68,11724,2,2,3,north-east,New Property,580,0,0,0,0,1,Semi-furnished,Medium,Mid-rise
flat,Ireo The Corridors,Sector 67A,1.6,9264,3,3,2,north,New Property,1343,0,0,1,0,0,Un-furnished,Medium,Low-rise
flat,Housing Board Colony,Sector 51,0.3,7317,1,1,2,south,Old,410,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
flat,Trisara Our Homes,Sohna Road,0.21,4339,1,1,0,north-east,Relatively New,484,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Ireo The Corridors,Sector 67A,1.7,9843,3,3,2,north-east,New Property,1343,0,1,0,0,1,Un-furnished,Average,High-rise
flat,SS Residency Residency The Leaf,Sector 85,1.07,6524,2,2,3,south,Relatively New,1484,0,0,0,1,0,Semi-furnished,Medium,Skyscraper
flat,Bestech Park View Residency,Sector 2,1.01,7137,2,2,3,east,Moderately Old,1281,0,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
house,Sushant Lok  Builder Floors,Sector 43,10.85,28800,2,3,1,west,Moderately Old,3770,1,1,1,1,0,Furnished,High,Low-rise
flat,Tulip Purple,Sector 69,1.92,8000,4,2,3+,east,Relatively New,2172,0,1,0,0,0,Un-furnished,High,Mid-rise
house,Independent,Sector 15 Part 1,4.1,22331,3,3,3,north-east,Old,1804,1,0,0,1,1,Un-furnished,Low,Low-rise
house,Independent,Sector 2,5.0,15384,6,2,1,south,Moderately Old,3587,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,DLF The Ultima,Sector 81,2.25,10553,3,3,3+,east,New Property,1929,0,1,0,0,0,Furnished,High,Mid-rise
house,Independent,Sector 56,8.0,9654,2,3,1,east,Relatively New,8286,1,1,0,1,0,Furnished,Medium,Mid-rise
flat,Shapoorji Pallonji Joyville,Sector 102,1.35,9933,2,2,2,north-east,Relatively New,1230,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Pioneer Park,Sector 61,1.6,11594,2,2,2,north-east,Relatively New,1523,0,1,0,0,0,Semi-furnished,Medium,Skyscraper
flat,Emaar MGF Emerald Floors Premier,Sector 65,2.7,16363,3,3,3,north-west,Relatively New,1821,0,1,1,0,0,Un-furnished,Medium,Mid-rise
flat,Spaze Privvy The Address,Sector 93,1.25,6900,3,4,2,north-east,Relatively New,1350,0,0,0,0,0,Un-furnished,Medium,High-rise
flat,Shapoorji Pallonji Joyville,Sector 102,2.04,14068,3,3,3+,south,Relatively New,1638,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Umang Winter Hills,Sector 77,1.2,6586,3,3,3,east,Relatively New,1822,0,0,0,0,0,Semi-furnished,Average,High-rise
house,Independent,Sector 2,2.95,15989,4,4,3,north-west,Old,1849,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Ambience Creacions,Sector 22,4.78,15469,3,4,3,west,Relatively New,2500,0,1,0,0,1,Furnished,Medium,Mid-rise
flat,M Merlin,Sector 67,2.78,13580,3,1,3+,south-west,Relatively New,1852,0,0,0,1,0,Un-furnished,High,Mid-rise
flat,DLF The Ultima,Sector 81,2.4,11257,3,3,2,north-west,Relatively New,1800,0,1,0,0,0,Furnished,High,High-rise
flat,City Heights,Sector 39,1.75,8750,3,4,3,north-east,Old,2208,0,1,0,0,0,Furnished,Average,Low-rise
house,Independent,Sector 11,4.0,19753,5,4,3,north-east,Relatively New,2029,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Ansal Height Height Maple Crescent,Sector 43,1.35,10037,3,3,3,south,Old,1320,0,0,0,0,1,Un-furnished,Medium,Low-rise
house,Unitech Escape,Sector 50,10.8,41461,4,4,2,north,Relatively New,2605,1,1,1,1,0,Un-furnished,Medium,Low-rise
house,Independent,Lajpat Nagar,3.5,17500,3,3,3,north-east,New Property,2000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,CHD Avenue,Sector 71,0.98,6049,3,3,3,south-east,Moderately Old,1466,1,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,Orchid Petals,Sector 49,2.55,12318,3,4,3,east,Relatively New,2060,1,0,0,0,0,Un-furnished,Average,Mid-rise
house,Independent,Sector 7,3.1,13778,3,3,3+,north-west,Old,2255,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 5,3.5,15555,6,2,3,north-east,Old,2250,1,1,0,1,1,Furnished,High,Low-rise
flat,Emaar Palm Gardens,Sector 83,1.8,9473,3,3,3,south,Relatively New,1544,0,1,0,0,0,Un-furnished,Medium,Mid-rise
flat,Signature Global Park,Sohna Road,0.55,7355,2,2,3,east,New Property,822,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 23,2.8,18064,5,2,3,north-east,Old,1550,0,0,0,1,0,Un-furnished,Medium,Low-rise
flat,M Sky Lofts,Sector 71,1.0,11500,1,1,1,north-east,Moderately Old,869,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Godrej Frontier,Sector 80,1.6,7000,3,3,3,north-east,Moderately Old,2047,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,Lig Flat,Sector 40,1.5,5556,1,1,0,north-east,Moderately Old,2700,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
flat,Ramprastha The Atrium,Sector 37D,0.9,6225,3,3,2,south-east,Relatively New,1185,0,0,0,0,0,Furnished,Average,High-rise
house,Independent,Sector 23,5.5,21825,2,3,2,east,Moderately Old,2525,1,1,0,1,0,Un-furnished,Medium,Low-rise
house,Independent,Sector 26,20.0,44451,5,3,1,west,Relatively New,4509,0,1,0,1,0,Furnished,Medium,Low-rise
flat,DLF The Grove,Sector 43,6.0,25000,4,4,2,south-west,New Property,2649,0,1,0,0,0,Un-furnished,Average,Low-rise
